😀	ухилено лице
👩‍🦰	жена, червенокоса
👩🏻‍🦰	жена, червенокоса: светла кожа
👩🏼‍🦰	жена, червенокоса: средно светъл тен на кожата
👩🏽‍🦰	жена, червенокоса: среден цвят на кожата
👩🏾‍🦰	жена, червенокоса: средно тъмен цвят на кожата
👩🏿‍🦰	жена, червенокоса: тъмна кожа
👨‍🦱	мъж, къдрокос
👨🏻‍🦱	мъж с къдрава коса: светла кожа
👨🏼‍🦱	мъж с къдрава коса: средно светъл тен на кожата
👨🏽‍🦱	мъж с къдрава коса: среден тен на кожата
👨🏾‍🦱	мъж с къдрава коса: средно тъмен цвят на кожата
👨🏿‍🦱	мъж с къдрава коса: тъмна кожа
👩‍🦱	жена, къдрава коса
👩🏻‍🦱	жена, къдрава коса: светла кожа
👩🏼‍🦱	жена с къдрава коса: средно светъл тен на кожата
👩🏽‍🦱	жена с къдрава коса: среден цвят на кожата
👩🏾‍🦱	жена, къдрава коса: средно тъмен тон на кожата
👩🏿‍🦱	жена, къдрава коса: тъмна кожа
👨‍🦲	мъж, плешив
👨🏻‍🦲	мъж, плешив: светъл цвят на кожата
👨🏼‍🦲	мъж, плешив: средно светъл цвят на кожата
👨🏽‍🦲	мъж, плешив: среден цвят на кожата
👨🏾‍🦲	мъж, плешив: средно тъмен цвят на кожата
👨🏿‍🦲	мъж, плешив: тъмна кожа
👩‍🦲	жена, плешива
👩🏻‍🦲	жена, плешива: светла кожа
👩🏼‍🦲	жена, плешив: средно светъл цвят на кожата
👩🏽‍🦲	жена, плешив: среден цвят на кожата
👩🏾‍🦲	жена, плешив: средно тъмен цвят на кожата
👩🏿‍🦲	жена, плешива: тъмна кожа
👨‍🦳	мъж, бяла коса
👨🏻‍🦳	мъж, бяла коса: светла кожа
👨🏼‍🦳	мъж, бяла коса: средно светъл цвят на кожата
👨🏽‍🦳	мъж, бяла коса: среден цвят на кожата
👨🏾‍🦳	мъж, бяла коса: средно тъмен цвят на кожата
👨🏿‍🦳	мъж, бяла коса: тъмна кожа
👩‍🦳	жена, бяла коса
👩🏻‍🦳	жена, бяла коса: светла кожа
👩🏼‍🦳	жена, бяла коса: средно светъл цвят на кожата
👩🏽‍🦳	жена, бяла коса: среден цвят на кожата
👩🏾‍🦳	жена, бяла коса: средно тъмен цвят на кожата
👩🏿‍🦳	жена, бяла коса: тъмна кожа
🤵	мъж в смокинг
🤵🏻	мъж в смокинг: светла кожа
🤵🏼	мъж в смокинг: средно светъл тен на кожата
🤵🏽	мъж в смокинг: среден цвят на кожата
🤵🏾	мъж в смокинг: средно тъмен цвят на кожата
🤵🏿	мъж в смокинг: тъмна кожа
👰	булка с воал
👰🏻	булка с воал: светъл тен на кожата
👰🏼	булка с воал: средно светъл тен на кожата
👰🏽	булка с воал: среден цвят на кожата
👰🏾	булка с воал: средно тъмен цвят на кожата
